FY,Month (abbv),Component,Region,Land Filter,Area of Responsibility,Drug Type,Count of Event,Sum Qty (lbs)
2024,APR,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Other Drugs**,441,2925.7885860978954
2024,APR,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Cocaine,4,50.5808551866958
2024,APR,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Fentanyl,1,0.233028610934
2024,APR,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Heroin,1,0.0327606921332
2024,APR,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Ketamine,3,22.188203896728
2024,APR,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Marijuana,18,77.6926207344436
2024,APR,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Methamphetamine,1,0.0001763698096
2024,APR,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Other Drugs**,17,85.674170329213
2024,APR,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Cocaine,5,28.209028271948004
2024,APR,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ecstasy,8,1.9191901293886
2024,APR,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Fentanyl,1,0.0214730243188
2024,APR,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Heroin,1,0.019180216794
2024,APR,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ketamine,12,39.61045461354
2024,APR,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Lsd,1,0.034392112872
2024,APR,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Marijuana,32,858.2289637578082
2024,APR,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Methamphetamine,7,87.485378042674
2024,APR,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Other Drugs**,267,3571.0022605575755
2024,APR,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Cocaine,26,4820.201380738613
2024,APR,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ecstasy,7,2.1054146021
2024,APR,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Fentanyl,2,16.0055602212
2024,APR,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ketamine,10,28.552508476144
2024,APR,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Lsd,1,0.00440924524
2024,APR,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Marijuana,71,229.600643222162
2024,APR,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Methamphetamine,6,36.2875592157712
2024,APR,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Other Drugs**,573,2404.5761596151883
2024,APR,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Cocaine,6,16.714125931268
2024,APR,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ecstasy,6,5.16322617604
2024,APR,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Fentanyl,2,0.206793601756
2024,APR,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ketamine,16,84.540443146878
2024,APR,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Lsd,3,0.5707767963179999
2024,APR,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Marijuana,298,2766.942594178811
2024,APR,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Methamphetamine,15,208.97397352718
2024,APR,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Other Drugs**,69,331.316639814674
2024,APR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Cocaine,8,36.256782683996
2024,APR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ecstasy,67,26.306328719757
2024,APR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Fentanyl,4,1.627893342608
2024,APR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Heroin,8,2.400172646394
2024,APR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ketamine,26,380.153660555176
2024,APR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Lsd,12,0.021825763938
2024,APR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Marijuana,138,531.920984027286
2024,APR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Methamphetamine,10,3.520561861878
2024,APR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Other Drugs**,374,422.1412274625048
2024,APR,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Cocaine,2,0.11243575362
2024,APR,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Ecstasy,1,0.000881849048
2024,APR,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Heroin,1,0.022266688462
2024,APR,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Marijuana,61,8.2706197127038
2024,APR,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Other Drugs**,21,1.315939241878
2024,APR,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Cocaine,2,3.18347506328
2024,APR,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Ecstasy,2,0.003968320716
2024,APR,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Ketamine,1,0.053792791928
2024,APR,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Marijuana,33,253.106329596602
2024,APR,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Methamphetamine,27,125.032746808418
2024,APR,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Other Drugs**,26,86.083017594092
2024,APR,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Cocaine,4,75.1335388896
2024,APR,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Marijuana,95,187.6053601356632
2024,APR,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Other Drugs**,2,2.829853595032
2024,APR,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Marijuana,10,73.94828967663561
2024,APR,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Other Drugs**,9,1.83204139722
2024,APR,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Marijuana,23,2.4817216371078
2024,APR,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Other Drugs**,8,0.5338052749806
2024,APR,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Cocaine,2,0.086310975573
2024,APR,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Ketamine,1,0.167330856858
2024,APR,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Marijuana,47,127.018891326776
2024,APR,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Other Drugs**,4,6.485338361254
2024,APR,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Cocaine,5,0.9153372655978
2024,APR,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Ecstasy,1,0.0207675450804
2024,APR,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Fentanyl,2,0.0342157430624
2024,APR,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Marijuana,155,15.125144177903
2024,APR,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Other Drugs**,93,12.1122848591848
2024,APR,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Cocaine,1,0.004629707502
2024,APR,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Marijuana,94,5.6533578769184
2024,APR,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Methamphetamine,2,0.000881849048
2024,APR,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Other Drugs**,4,0.7226312023836
2024,APR,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Marijuana,7,0.827615331548
2024,APR,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Other Drugs**,11,23.50789099706
2024,APR,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Cocaine,1,0.003086471668
2024,APR,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Ecstasy,3,0.051588169308
2024,APR,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Khat (Catha Edulis),1,68.6960408392
2024,APR,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Marijuana,3,1.39773074108
2024,APR,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Other Drugs**,8,5.637440501602
2024,APR,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Cocaine,1,0.0009479877266
2024,APR,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Marijuana,17,12.0915614065568
2024,APR,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Other Drugs**,13,37.1737293241064
2024,APR,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Marijuana,6,0.505299504504
2024,APR,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Other Drugs**,6,35.062979535266
2024,APR,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Ecstasy,13,0.1205928573139999
2024,APR,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Lsd,1,0.006172943336
2024,APR,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Marijuana,12,144.6993253986162
2024,APR,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Methamphetamine,2,0.0154984970186
2024,APR,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Other Drugs**,33,79.2556099871188
2024,APR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Cocaine,12,182.811937357902
2024,APR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Fentanyl,14,30.0257034495066
2024,APR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Marijuana,57,127.1708559639726
2024,APR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Methamphetamine,21,445.7076291438996
2024,APR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Other Drugs**,13,15.750154690673
2024,APR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Cocaine,16,207.5768159879812
2024,APR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Heroin,1,13.558429113
2024,APR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Ketamine,1,0.053131405142
2024,APR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Marijuana,26,3.3315375184392
2024,APR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Methamphetamine,10,2818.1633631271884
2024,APR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Other Drugs**,29,18.4042557704386
2024,APR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Cocaine,18,658.654817649296
2024,APR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Fentanyl,27,381.65948394331457
2024,APR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Heroin,5,16.492340895696
2024,APR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Marijuana,45,2.8814638105662
2024,APR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Methamphetamine,58,4072.443278644504
2024,APR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Other Drugs**,58,20.605395086699
2024,APR,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Cocaine,4,26.520728269552
2024,APR,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Ecstasy,1,0.0079145952058
2024,APR,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Fentanyl,15,786.295853479436
2024,APR,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Heroin,1,3.6155810968
2024,APR,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Marijuana,7,0.2199331525712
2024,APR,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Methamphetamine,12,686.959967467476
2024,APR,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Other Drugs**,8,13.314156926704
2024,APR,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Fentanyl,2,0.2511065164179999
2024,APR,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Marijuana,1,0.072532084198
2024,APR,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Cocaine,2,1.1816115856414
2024,APR,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Marijuana,1,0.1812420255902
2024,APR,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Other Drugs**,1,0.571658645366
2024,APR,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Marijuana,4,0.2973594989856
2024,APR,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Other Drugs**,5,0.129631810056
2024,APR,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Cocaine,2,5.0177
2024,APR,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Marijuana,1,14.2223
2024,APR,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Methamphetamine,1,4.9238
2024,APR,U.S. Border Patrol,Coastal/Interior,Other,NEW ORLEANS SECTOR,Fentanyl,1,1.5256
2024,APR,U.S. Border Patrol,Coastal/Interior,Other,NEW ORLEANS SECTOR,Marijuana,1,2.9988
2024,APR,U.S. Border Patrol,Coastal/Interior,Other,RAMEY SECTOR,Cocaine,1,506.0475
2024,APR,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Fentanyl,1,0.0086
2024,APR,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Marijuana,1,0.022
2024,APR,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Methamphetamine,1,0.0013
2024,APR,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Other Drugs**,1,0.0728
2024,APR,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Marijuana,1,8.200800000000001
2024,APR,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Other Drugs**,1,0.047
2024,APR,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Marijuana,9,148.4415
2024,APR,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Other Drugs**,3,43.0665
2024,APR,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Marijuana,1,0.0201
2024,APR,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Cocaine,1,4.4059
2024,APR,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Fentanyl,6,0.4419999999999999
2024,APR,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Heroin,2,0.1588
2024,APR,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Marijuana,2,31.4925
2024,APR,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Methamphetamine,5,6.3579
2024,APR,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Other Drugs**,2,0.0037
2024,APR,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Cocaine,1,0.0855
2024,APR,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Fentanyl,1,0.0617
2024,APR,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Marijuana,2,0.6151000000000001
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Cocaine,5,112.0234
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Ecstasy,2,0.0143
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Fentanyl,1,0.022
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Heroin,1,0.0101
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Marijuana,84,675.5056999999999
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Methamphetamine,5,287.5083
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other Drugs**,14,7.756699999999999
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Cocaine,2,5.514
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Fentanyl,1,0.0028
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Heroin,1,0.0243
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Marijuana,10,0.6725
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Methamphetamine,3,0.0259
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other Drugs**,1,0.0714
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Fentanyl,4,27.5707
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Heroin,1,0.0388
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Marijuana,2,5.3251
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Methamphetamine,3,49.017300000000006
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Cocaine,3,185.0895
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Fentanyl,1,0.0771999999999999
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Marijuana,16,70.9072
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Methamphetamine,6,57.0527
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other Drugs**,6,57.9113
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Cocaine,3,3.7028
