FY,Month (abbv),Component,Region,Land Filter,Area of Responsibility,Drug Type,Count of Event,Sum Qty (lbs)
2024,JUN,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Marijuana,288,738.6856390882854
2024,JUN,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Methamphetamine,4,13.783962007026
2024,JUN,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Other Drugs**,583,880.0005160255824
2024,JUN,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Ketamine,2,0.310190402634
2024,JUN,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Lsd,1,0.0220462262
2024,JUN,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Marijuana,54,6.5121686185394
2024,JUN,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Other Drugs**,14,0.5783606981308
2024,JUN,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Cocaine,6,4.346854419854
2024,JUN,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Marijuana,30,248.105584107656
2024,JUN,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Methamphetamine,17,80.495842488226
2024,JUN,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Other Drugs**,11,11.034577137624
2024,JUN,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Cocaine,8,1025.615134597344
2024,JUN,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Ecstasy,1,0.003086471668
2024,JUN,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Marijuana,59,129.6834643639866
2024,JUN,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Other Drugs**,3,3.800989859142
2024,JUN,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Fentanyl,1,0.00440924524
2024,JUN,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Lsd,1,0.001763698096
2024,JUN,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Marijuana,6,0.180117668054
2024,JUN,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Other Drugs**,5,6.308307164867999
2024,JUN,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Cocaine,1,0.01763698096
2024,JUN,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Fentanyl,1,0.0771617917
2024,JUN,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Ketamine,1,0.027778245012
2024,JUN,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Marijuana,34,1.557014725375
2024,JUN,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Other Drugs**,5,0.159394215426
2024,JUN,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Cocaine,3,0.003968320716
2024,JUN,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Ketamine,1,0.561296919052
2024,JUN,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Marijuana,77,30.729573313394
2024,JUN,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Methamphetamine,2,0.013007273458
2024,JUN,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Other Drugs**,9,1.061966716054
2024,JUN,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Cocaine,3,0.029872636501
2024,JUN,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Ecstasy,2,0.0094357848135999
2024,JUN,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Heroin,1,67.2630361362
2024,JUN,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Ketamine,1,0.0031746565728
2024,JUN,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Marijuana,178,31.6935004615366
2024,JUN,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Methamphetamine,2,0.0092373687778
2024,JUN,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Other Drugs**,95,24.5445927378888
2024,JUN,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Cocaine,4,0.005291094288
2024,JUN,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Marijuana,85,7.3142985126002
2024,JUN,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Other Drugs**,9,0.3433920192912
2024,JUN,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Fentanyl,1,0.00661386786
2024,JUN,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Marijuana,2,0.054454178714
2024,JUN,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Other Drugs**,5,1.336221769982
2024,JUN,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Cocaine,1,0.000661386786
2024,JUN,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Ecstasy,1,0.038360433588
2024,JUN,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Marijuana,1,3.5714886444
2024,JUN,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Other Drugs**,3,0.2652381474122
2024,JUN,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Cocaine,2,0.045415225972
2024,JUN,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Fentanyl,1,5.5336027762
2024,JUN,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Ketamine,1,0.787711662126
2024,JUN,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Marijuana,10,4.1930378996566
2024,JUN,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Other Drugs**,16,1.6091099578856
2024,JUN,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Marijuana,3,1.124026842807
2024,JUN,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Methamphetamine,1,0.066579603124
2024,JUN,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Other Drugs**,3,9.274296206685
2024,JUN,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Ecstasy,3,0.1281547129006
2024,JUN,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Ketamine,1,0.035604655313
2024,JUN,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Marijuana,8,2.9159882007954
2024,JUN,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Methamphetamine,1,0.0125002102554
2024,JUN,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Other Drugs**,2,0.0119270083742
2024,JUN,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Cocaine,8,7.4881770986396
2024,JUN,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Fentanyl,3,2.041149852727
2024,JUN,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Marijuana,48,171.4355996217256
2024,JUN,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Methamphetamine,5,1.031653155029
2024,JUN,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Other Drugs**,16,9.0352269297722
2024,JUN,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Cocaine,13,214.9145716852582
2024,JUN,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Fentanyl,1,0.2456610985466
2024,JUN,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Heroin,4,54.6085022974
2024,JUN,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Marijuana,16,3779.204175243232
2024,JUN,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Methamphetamine,7,3766.621445963165
2024,JUN,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Other Drugs**,23,16.0545910282688
2024,JUN,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Cocaine,19,990.2282959992
2024,JUN,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Fentanyl,20,472.7000364230006
2024,JUN,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Heroin,4,30.9088091324
2024,JUN,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Ketamine,1,0.29101018584
2024,JUN,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Marijuana,29,6.5012336903442
2024,JUN,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Methamphetamine,67,4084.747652272569
2024,JUN,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Other Drugs**,17,6.8204189532678
2024,JUN,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Cocaine,5,84.371569054186
2024,JUN,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Ecstasy,1,0.001763698096
2024,JUN,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Fentanyl,22,655.6858303207158
2024,JUN,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Heroin,1,2.518560881088
2024,JUN,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Marijuana,18,2.0613441959262
2024,JUN,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Methamphetamine,14,1030.9874912751172
2024,JUN,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Other Drugs**,6,0.501110721526
2024,JUN,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Cocaine,1,0.001322773572
2024,JUN,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Lsd,1,0.025794084654
2024,JUN,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Marijuana,2,0.0277782450119999
2024,JUN,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Cocaine,1,2.2928075248
2024,JUN,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Fentanyl,1,0.002094391489
2024,JUN,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Marijuana,3,0.070217230447
2024,JUN,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Other Drugs**,1,0.0906320359082
2024,JUN,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Fentanyl,1,0.018077905484
2024,JUN,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Methamphetamine,1,3.1305641204
2024,JUN,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Other Drugs**,1,0.298064978224
2024,JUN,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Fentanyl,1,0.003527396192
2024,JUN,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Marijuana,2,0.05291094288
2024,JUN,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Methamphetamine,1,22.5753356288
2024,JUN,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Other Drugs**,2,0.102294489568
2024,JUN,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Cocaine,10,155.6025
2024,JUN,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Marijuana,9,69.0287
2024,JUN,U.S. Border Patrol,Coastal/Interior,Other,NEW ORLEANS SECTOR,Marijuana,2,2.1279
2024,JUN,U.S. Border Patrol,Coastal/Interior,Other,RAMEY SECTOR,Marijuana,1,0.0084
2024,JUN,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Marijuana,2,0.0249
2024,JUN,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Cocaine,1,0.2895
2024,JUN,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Marijuana,2,50.043000000000006
2024,JUN,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Methamphetamine,1,2.0509
2024,JUN,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Marijuana,12,283.4996
2024,JUN,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Other Drugs**,2,15.7658
2024,JUN,U.S. Border Patrol,Northern Border,Land Only,HAVRE SECTOR,Fentanyl,2,0.2196
2024,JUN,U.S. Border Patrol,Northern Border,Land Only,HAVRE SECTOR,Methamphetamine,1,0.0218
2024,JUN,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Marijuana,3,0.0192
2024,JUN,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Other Drugs**,1,0.022
2024,JUN,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Cocaine,2,0.1021
2024,JUN,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Ecstasy,1,0.0639
2024,JUN,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Fentanyl,1,0.2138
2024,JUN,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Methamphetamine,3,3.9995
2024,JUN,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Other Drugs**,1,0.0
2024,JUN,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Cocaine,2,0.1961999999999999
2024,JUN,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Ecstasy,1,0.1323
2024,JUN,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Fentanyl,1,0.0331
2024,JUN,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Marijuana,3,0.0003
2024,JUN,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Other Drugs**,1,0.0
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Cocaine,4,0.0238
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Ecstasy,1,0.0452
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Fentanyl,1,0.097
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Heroin,1,2.478
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Marijuana,73,1780.9550000000002
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Methamphetamine,4,0.3278
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other Drugs**,8,0.4261
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Heroin,1,0.0071
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Marijuana,9,11.0673
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Methamphetamine,2,0.0101999999999999
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Cocaine,1,0.0025
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Fentanyl,1,0.0018
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Marijuana,2,0.0281
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Methamphetamine,2,0.0104
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Cocaine,5,42.9594
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Ecstasy,1,0.0063
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Fentanyl,1,0.0024
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Marijuana,9,0.3082
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Methamphetamine,1,0.0
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other Drugs**,4,21.4947
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Cocaine,2,0.0088
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Heroin,1,0.0022
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Marijuana,11,25.9331
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Methamphetamine,1,0.0397
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other Drugs**,1,0.0154
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Cocaine,9,105.7282
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Marijuana,35,766.5226
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Methamphetamine,3,0.0044
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other Drugs**,13,2.0283
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Cocaine,5,36.8185
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Fentanyl,6,110.5436
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Heroin,1,0.0088
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Marijuana,3,0.1117
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Methamphetamine,16,624.6247999999999
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other Drugs**,4,1.0265
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Cocaine,5,0.0863
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Fentanyl,9,117.6918
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Heroin,1,0.0214
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Marijuana,21,48.2794
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Methamphetamine,14,81.65960000000001
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other Drugs**,7,0.1401
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Cocaine,2,50.0535
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Fentanyl,2,38.7744
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Marijuana,4,2.2288
2024,JUN,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Methamphetamine,2,0.0775
2024,MAR,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Cocaine,1,4.6958461806
2024,MAR,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Ecstasy,1,0.00220462262
2024,MAR,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Khat (Catha Edulis),6,133.269437379
2024,MAR,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Marijuana,9,54.116210066354
2024,MAR,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Other Drugs**,7,1.479081315758
2024,MAR,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Cocaine,5,76.50371184792999
2024,MAR,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Ecstasy,8,0.150575724946
2024,MAR,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Fentanyl,3,0.0702613228994
2024,MAR,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Ketamine,1,0.024691773344
2024,MAR,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Lsd,1,0.003086471668
2024,MAR,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Marijuana,38,104.887346231382
2024,MAR,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Methamphetamine,1,0.28880556322
2024,MAR,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Other Drugs**,44,60.933344131918
2024,MAR,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Cocaine,35,307.62091497039
2024,MAR,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ecstasy,75,10.0199216229952
2024,MAR,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Fentanyl,5,45.1065788052
2024,MAR,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Heroin,16,0.1431020542642
2024,MAR,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ketamine,37,122.5594468297186
2024,MAR,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Khat (Catha Edulis),2,20.062065842
2024,MAR,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Lsd,10,3.3799510311744
2024,MAR,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Marijuana,720,5241.363160509731
2024,MAR,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Methamphetamine,55,578.6941252558488
2024,MAR,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Other Drugs**,399,1706.0167025099393
2024,MAR,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Cocaine,1,0.963640547202
2024,MAR,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Marijuana,39,192.59448726340185
2024,MAR,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Methamphetamine,1,0.0009700339528
2024,MAR,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Other Drugs**,14,13.210892403183202
2024,MAR,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Cocaine,4,16.5607723818208
2024,MAR,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Fentanyl,2,0.05070632026
2024,MAR,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ketamine,3,6.412585814793999
2024,MAR,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Khat (Catha Edulis),1,26.45547144
2024,MAR,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Lsd,1,0.0330693393
2024,MAR,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Marijuana,36,1141.258614129444
2024,MAR,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Methamphetamine,17,331.8398408548524
2024,MAR,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Other Drugs**,148,1038.824351487336
2024,MAR,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Cocaine,21,30.29592404404
2024,MAR,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ecstasy,11,5.3998042293922
2024,MAR,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Fentanyl,3,5.2919761370480005
2024,MAR,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ketamine,14,293.940790688766
2024,MAR,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Marijuana,74,278.2373519514108
2024,MAR,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Methamphetamine,5,1.18167772432
2024,MAR,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Other Drugs**,617,613.7822374889828
2024,MAR,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Cocaine,9,9.880898120578
2024,MAR,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ecstasy,3,7.326401890784
2024,MAR,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Heroin,1,1.989892376812
2024,MAR,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ketamine,15,98.794210234226
2024,MAR,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Lsd,7,0.198636498062
2024,MAR,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Marijuana,176,1273.1689457556663
2024,MAR,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Methamphetamine,18,421.424416463838
2024,MAR,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Other Drugs**,83,480.7177197825118
2024,MAR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Cocaine,10,1375.354041949262
2024,MAR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ecstasy,47,13.449079831048
2024,MAR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Fentanyl,4,5.504501757616
2024,MAR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Heroin,2,0.005291094288
2024,MAR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ketamine,23,135.36493117931
2024,MAR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Khat (Catha Edulis),1,1591.73753164
2024,MAR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Lsd,15,0.057540650382
2024,MAR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Marijuana,254,1104.704097160617
2024,MAR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Methamphetamine,17,1.2610882310924
2024,MAR,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Other Drugs**,614,1001.8167184314204
2024,MAR,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Cocaine,1,0.1212542441
2024,MAR,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Ecstasy,2,0.008598028218
2024,MAR,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Ketamine,1,0.00661386786
2024,MAR,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Marijuana,43,4.0266991229776
2024,MAR,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Methamphetamine,2,7.165464439524
2024,MAR,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Other Drugs**,21,1.2780858714926
2024,MAR,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Cocaine,3,6.032288412844
2024,MAR,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Fentanyl,1,0.008598028218
2024,MAR,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Khat (Catha Edulis),1,9.3255536826
2024,MAR,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Marijuana,28,131.59480603684798
